Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","0.0000"
"0.0200","0.0382","0.0001"
"0.0320","0.1163","0.0002"
"0.0520","0.3140","0.0003"
"0.0720","0.5288","0.0002"
"0.0920","0.7290","0.0001"
"0.1120","0.9175","0.0000"
"0.1320","1.0972","0.0000"
"0.1520","1.2716","0.0001"
"0.1720","1.4435","0.0001"
"0.1920","1.6128","0.0001"
"0.2120","1.7811","0.0001"
"0.2320","1.9486","0.0001"
"0.2520","2.1156","0.0001"
"0.2720","2.2828","0.0001"
"0.2920","2.4500","0.0001"
"0.3120","2.6168","0.0001"
"0.3320","2.7835","0.0001"
"0.3520","2.9502","0.0001"
"0.3720","3.1164","0.0001"
"0.3920","3.2835","0.0001"
"0.4120","3.4502","0.0001"
"0.4320","3.6170","0.0001"
"0.4520","3.7837","0.0001"
"0.4720","3.9500","0.0001"
"0.4920","4.1168","0.0001"
"0.5120","4.2839","0.0001"
"0.5320","4.4503","0.0001"
"0.5520","4.6172","0.0001"
"0.5720","4.7838","0.0001"
"0.5920","4.9501","0.0001"
"0.6120","5.1171","0.0001"
"0.6320","5.2838","0.0001"
"0.6520","5.4500","0.0001"
"0.6720","5.6168","0.0001"
"0.6920","5.7835","0.0001"
"0.7120","5.9501","0.0001"
"0.7320","6.1169","0.0001"
"0.7520","6.2834","0.0001"
"0.7720","6.4501","0.0001"
"0.7920","6.6167","0.0001"
"0.8120","6.7830","0.0001"
"0.8320","6.9496","0.0001"
"0.8520","7.1169","0.0001"
"0.8720","7.2833","0.0001"
"0.8920","7.4500","0.0002"
"0.9120","7.6169","0.0002"
"0.9320","7.7834","0.0002"
"0.9520","7.9504","0.0002"
"0.9720","8.1170","0.0002"
"0.9920","8.2830","0.0001"
"1.0120","8.4499","0.0001"
"1.0320","8.6168","0.0001"
"1.0520","8.7834","0.0001"
"1.0720","8.9505","0.0001"
"1.0920","9.1168","0.0001"
"1.1120","9.2832","0.0001"
"1.1320","9.4503","0.0001"
"1.1520","9.6168","0.0002"
"1.1720","9.7834","0.0002"
"1.1920","9.9507","0.0002"
"1.2120","10.1171","0.0002"
"1.2320","10.2842","0.0002"
"1.2520","10.4510","0.0002"
"1.2720","10.6169","0.0002"
"1.2920","10.7834","0.0002"
"1.3120","10.9501","0.0002"
"1.3320","11.1168","0.0002"
"1.3520","11.2841","0.0002"
"1.3720","11.4502","0.0002"
"1.3920","11.6163","0.0002"
"1.4120","11.7830","0.0002"
"1.4320","11.9496","0.0002"
"1.4520","12.1167","0.0002"
"1.4720","12.2837","0.0002"
"1.4920","12.4500","0.0002"
"1.5120","12.6166","0.0002"
"1.5320","12.7833","0.0002"
"1.5520","12.9492","0.0002"
"1.5720","13.1162","0.0002"
"1.5920","13.2836","0.0002"
"1.6120","13.4501","0.0002"
"1.6320","13.6168","0.0002"
"1.6520","13.7835","0.0002"
"1.6720","13.9497","0.0002"
"1.6920","14.1168","0.0002"
"1.7120","14.2837","0.0002"
"1.7320","14.4500","0.0002"
"1.7520","14.6170","0.0002"
"1.7720","14.7837","0.0002"
"1.7920","14.9502","0.0002"
"1.8120","15.1172","0.0002"
"1.8320","15.2836","0.0002"
"1.8520","15.4503","0.0002"
"1.8720","15.6176","0.0002"
"1.8920","15.7838","0.0002"
"1.9120","15.9504","0.0002"
"1.9320","16.1171","0.0002"
"1.9520","16.2834","0.0002"
"1.9720","16.4503","0.0002"
"1.9920","16.6170","0.0002"
"2.0120","16.7831","0.0002"
"2.0320","16.9498","0.0002"
"2.0520","17.1165","0.0003"
"2.0720","17.2831","0.0003"
"2.0920","17.4503","0.0003"
"2.1120","17.6168","0.0003"
"2.1320","17.7828","0.0003"
"2.1520","17.9499","0.0003"
"2.1720","18.1167","0.0003"
"2.1920","18.2833","0.0003"
"2.2120","18.4502","0.0003"
"2.2320","18.6165","0.0003"
"2.2520","18.7830","0.0003"
"2.2720","18.9499","0.0003"
"2.2920","19.1166","0.0003"
"2.3120","19.2833","0.0003"
