Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","0.0000"
"0.0200","0.0427","0.0001"
"0.0360","0.1574","0.0002"
"0.0560","0.3604","0.0002"
"0.0760","0.5712","0.0001"
"0.0960","0.7685","0.0001"
"0.1160","0.9552","0.0000"
"0.1360","1.1332","0.0000"
"0.1560","1.3065","0.0001"
"0.1760","1.4777","0.0001"
"0.1960","1.6463","0.0001"
"0.2160","1.8147","0.0001"
"0.2360","1.9827","0.0001"
"0.2560","2.1493","0.0001"
"0.2760","2.3164","0.0001"
"0.2960","2.4832","0.0001"
"0.3160","2.6496","0.0001"
"0.3360","2.8166","0.0001"
"0.3560","2.9835","0.0001"
"0.3760","3.1498","0.0001"
"0.3960","3.3168","0.0001"
"0.4160","3.4832","0.0001"
"0.4360","3.6497","0.0001"
"0.4560","3.8171","0.0001"
"0.4760","3.9837","0.0001"
"0.4960","4.1505","0.0001"
"0.5160","4.3173","0.0001"
"0.5360","4.4830","0.0001"
"0.5560","4.6499","0.0001"
"0.5760","4.8165","0.0001"
"0.5960","4.9831","0.0001"
"0.6160","5.1502","0.0001"
"0.6360","5.3166","0.0001"
"0.6560","5.4832","0.0001"
"0.6760","5.6500","0.0001"
"0.6960","5.8166","0.0001"
"0.7160","5.9832","0.0001"
"0.7360","6.1502","0.0001"
"0.7560","6.3168","0.0001"
"0.7760","6.4835","0.0001"
"0.7960","6.6503","0.0001"
"0.8160","6.8168","0.0001"
"0.8360","6.9835","0.0001"
"0.8560","7.1500","0.0001"
"0.8760","7.3161","0.0001"
"0.8960","7.4833","0.0001"
"0.9160","7.6501","0.0001"
"0.9360","7.8165","0.0001"
"0.9560","7.9833","0.0001"
"0.9760","8.1497","0.0001"
"0.9960","8.3162","0.0001"
"1.0160","8.4835","0.0001"
"1.0360","8.6499","0.0001"
"1.0560","8.8163","0.0001"
"1.0760","8.9834","0.0001"
"1.0960","9.1500","0.0001"
"1.1160","9.3167","0.0001"
"1.1360","9.4835","0.0001"
"1.1560","9.6494","0.0001"
"1.1760","9.8160","0.0001"
"1.1960","9.9834","0.0001"
"1.2160","10.1501","0.0001"
"1.2360","10.3170","0.0001"
"1.2560","10.4838","0.0001"
"1.2760","10.6501","0.0001"
"1.2960","10.8166","0.0001"
"1.3160","10.9831","0.0001"
"1.3360","11.1490","0.0001"
"1.3560","11.3168","0.0001"
"1.3760","11.4840","0.0001"
"1.3960","11.6507","0.0001"
"1.4160","11.8175","0.0001"
"1.4360","11.9836","0.0001"
"1.4560","12.1497","0.0001"
"1.4760","12.3167","0.0001"
"1.4960","12.4835","0.0001"
"1.5160","12.6505","0.0001"
"1.5360","12.8171","0.0001"
"1.5560","12.9830","0.0001"
"1.5760","13.1496","0.0001"
"1.5960","13.3161","0.0001"
"1.6160","13.4824","0.0001"
"1.6360","13.6499","0.0001"
"1.6560","13.8170","0.0001"
"1.6760","13.9836","0.0001"
"1.6960","14.1501","0.0001"
"1.7160","14.3165","0.0001"
"1.7360","14.4826","0.0001"
"1.7560","14.6499","0.0001"
"1.7760","14.8167","0.0001"
"1.7960","14.9831","0.0001"
"1.8160","15.1500","0.0001"
"1.8360","15.3162","0.0001"
"1.8560","15.4831","0.0001"
"1.8760","15.6503","0.0001"
"1.8960","15.8164","0.0001"
"1.9160","15.9833","0.0001"
"1.9360","16.1501","0.0001"
"1.9560","16.3168","0.0001"
"1.9760","16.4839","0.0001"
"1.9960","16.6507","0.0001"
"2.0160","16.8168","0.0001"
"2.0360","16.9839","0.0001"
"2.0560","17.1503","0.0001"
"2.0760","17.3165","0.0001"
"2.0960","17.4836","0.0001"
"2.1160","17.6499","0.0001"
"2.1360","17.8166","0.0001"
"2.1560","17.9836","0.0001"
"2.1760","18.1496","0.0001"
"2.1960","18.3161","0.0001"
"2.2160","18.4831","0.0001"
"2.2360","18.6495","0.0001"
"2.2560","18.8166","0.0001"
"2.2760","18.9837","0.0001"
"2.2960","19.1499","0.0001"
"2.3160","19.3165","0.0001"
