Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","0.0000"
"0.0200","0.0384","0.0001"
"0.0340","0.1358","0.0002"
"0.0540","0.3378","0.0003"
"0.0740","0.5432","0.0002"
"0.0940","0.7442","0.0001"
"0.1140","0.9331","0.0001"
"0.1340","1.1123","0.0001"
"0.1540","1.2882","0.0001"
"0.1740","1.4603","0.0001"
"0.1940","1.6300","0.0001"
"0.2140","1.7986","0.0001"
"0.2340","1.9660","0.0001"
"0.2540","2.1329","0.0001"
"0.2740","2.2994","0.0001"
"0.2940","2.4662","0.0001"
"0.3140","2.6335","0.0001"
"0.3340","2.8000","0.0001"
"0.3540","2.9666","0.0001"
"0.3740","3.1334","0.0001"
"0.3940","3.2998","0.0001"
"0.4140","3.4662","0.0001"
"0.4340","3.6333","0.0001"
"0.4540","3.8000","0.0001"
"0.4740","3.9668","0.0001"
"0.4940","4.1338","0.0001"
"0.5140","4.2998","0.0001"
"0.5340","4.4663","0.0001"
"0.5540","4.6332","0.0001"
"0.5740","4.7997","0.0001"
"0.5940","4.9666","0.0001"
"0.6140","5.1336","0.0001"
"0.6340","5.3001","0.0001"
"0.6540","5.4669","0.0001"
"0.6740","5.6334","0.0001"
"0.6940","5.7997","0.0001"
"0.7140","5.9668","0.0001"
"0.7340","6.1336","0.0001"
"0.7540","6.3003","0.0001"
"0.7740","6.4672","0.0001"
"0.7940","6.6339","0.0001"
"0.8140","6.8005","0.0001"
"0.8340","6.9676","0.0001"
"0.8540","7.1337","0.0001"
"0.8740","7.3001","0.0001"
"0.8940","7.4670","0.0001"
"0.9140","7.6332","0.0001"
"0.9340","7.7998","0.0001"
"0.9540","7.9664","0.0001"
"0.9740","8.1330","0.0001"
"0.9940","8.3002","0.0001"
"1.0140","8.4666","0.0001"
"1.0340","8.6326","0.0001"
"1.0540","8.8000","0.0001"
"1.0740","8.9666","0.0001"
"1.0940","9.1332","0.0001"
"1.1140","9.3002","0.0001"
"1.1340","9.4662","0.0001"
"1.1540","9.6326","0.0001"
"1.1740","9.8000","0.0001"
"1.1940","9.9664","0.0001"
"1.2140","10.1332","0.0001"
"1.2340","10.3005","0.0001"
"1.2540","10.4668","0.0001"
"1.2740","10.6336","0.0001"
"1.2940","10.7998","0.0001"
"1.3140","10.9659","0.0001"
"1.3340","11.1331","0.0001"
"1.3540","11.2999","0.0001"
"1.3740","11.4667","0.0001"
"1.3940","11.6343","0.0001"
"1.4140","11.8008","0.0001"
"1.4340","11.9671","0.0001"
"1.4540","12.1341","0.0001"
"1.4740","12.3003","0.0001"
"1.4940","12.4669","0.0001"
"1.5140","12.6335","0.0001"
"1.5340","12.7997","0.0001"
"1.5540","12.9665","0.0001"
"1.5740","13.1333","0.0001"
"1.5940","13.2997","0.0001"
"1.6140","13.4666","0.0001"
"1.6340","13.6336","0.0001"
"1.6540","13.7997","0.0001"
"1.6740","13.9664","0.0001"
"1.6940","14.1330","0.0001"
"1.7140","14.2996","0.0001"
"1.7340","14.4669","0.0001"
"1.7540","14.6336","0.0001"
"1.7740","14.7998","0.0001"
"1.7940","14.9659","0.0001"
"1.8140","15.1328","0.0001"
"1.8340","15.2999","0.0001"
"1.8540","15.4668","0.0001"
"1.8740","15.6331","0.0001"
"1.8940","15.8000","0.0001"
"1.9140","15.9665","0.0001"
"1.9340","16.1330","0.0001"
"1.9540","16.2999","0.0001"
"1.9740","16.4667","0.0001"
"1.9940","16.6334","0.0001"
"2.0140","16.8007","0.0001"
"2.0340","16.9674","0.0001"
"2.0540","17.1335","0.0001"
"2.0740","17.3000","0.0001"
"2.0940","17.4662","0.0001"
"2.1140","17.6329","0.0001"
"2.1340","17.7998","0.0001"
"2.1540","17.9666","0.0001"
"2.1740","18.1332","0.0001"
"2.1940","18.2999","0.0001"
"2.2140","18.4666","0.0001"
"2.2340","18.6332","0.0001"
"2.2540","18.8001","0.0001"
"2.2740","18.9667","0.0001"
"2.2940","19.1335","0.0001"
"2.3140","19.3007","0.0001"
